0;0;0.03;
0;0.02;0.2616932;
0;0.04;0.2521778;
0;0.06;0.2434828;
0;0.08000001;0.2371806;
0;0.1;0.2315754;
0;0.12;0.2256424;
0;0.14;0.2192337;
0;0.16;0.2134484;
0;0.18;0.2088038;
0;0.2;0.2063918;
0;0.22;0.2046704;
0;0.24;0.2048686;
0;0.26;0.2073568;
0;0.28;0.2114447;
0;0.3;0.2180449;
0;0.32;0.2318486;
0;0.34;0.2489502;
0;0.36;0.2666505;
0;0.38;0.2842987;
0;0.4;0.3022642;
0;0.42;0.3209359;
0;0.44;0.3394955;
0;0.46;0.3561783;
0;0.48;0.3718795;
0;0.5000001;0.3846775;
0;0.52;0.393226;
0;0.54;0.4008032;
0;0.5600001;0.4076185;
0;0.58;0.4131582;
0;0.6;0.4177997;
0;0.6200001;0.4186621;
0;0.64;0.4173865;
0;0.66;0.4115806;
0;0.6800001;0.4018253;
0;0.7;0.3905447;
0;0.72;0.3780848;
0;0.7400001;0.3633926;
0;0.7600001;0.3426734;
0;0.78;0.3212103;
0;0.8000001;0.2937405;
0;0.8200001;0.2703229;
0;0.84;0.2499816;
0;0.8600001;0.2324201;
0;0.8800001;0.2164898;
0;0.9;0.2050413;
0;0.9200001;0.1968781;
0;0.9400001;0.1924228;
0;0.96;0.1914473;
0;0.9800001;0.1915685;
0;1;0.1914803;
0;1.02;0.1907285;
0;1.04;0.1895992;
0;1.06;0.1886922;
0;1.08;0.1884967;
0;1.1;0.1883864;
0;1.12;0.1884647;
0;1.14;0.1879507;
0;1.16;0.1859021;
0;1.18;0.1801551;
0;1.2;0.1350687;
0;1.2;0.03;
