0;0;0.03;
0;0.02;0.4464027;
0;0.04;0.4272737;
0;0.06;0.4047103;
0;0.08000001;0.3737865;
0;0.1;0.3402312;
0;0.12;0.3000363;
0;0.14;0.2541325;
0;0.16;0.2139644;
0;0.18;0.1812504;
0;0.2;0.1525604;
0;0.22;0.1299892;
0;0.24;0.1162017;
0;0.26;0.1147243;
0;0.28;0.1137027;
0;0.3;0.1128439;
0;0.32;0.1112837;
0;0.34;0.1085888;
0;0.36;0.1061202;
0;0.38;0.1050609;
0;0.4;0.1045658;
0;0.42;0.10403;
0;0.44;0.103367;
0;0.46;0.1039279;
0;0.48;0.1091157;
0;0.5000001;0.118049;
0;0.52;0.1324333;
0;0.54;0.1528454;
0;0.5600001;0.1774925;
0;0.58;0.2038911;
0;0.6;0.2304639;
0;0.6200001;0.2558173;
0;0.64;0.2794201;
0;0.66;0.3004376;
0;0.6800001;0.3195727;
0;0.7;0.3351249;
0;0.72;0.3484505;
0;0.7400001;0.3584187;
0;0.7600001;0.3655825;
0;0.78;0.3716015;
0;0.8000001;0.3777588;
0;0.8200001;0.3825971;
0;0.84;0.386694;
0;0.8600001;0.3907264;
0;0.8800001;0.3946871;
0;0.9;0.3986118;
0;0.9200001;0.4025238;
0;0.9400001;0.406375;
0;0.96;0.4094465;
0;0.9800001;0.4106456;
0;1;0.4109386;
0;1.02;0.4103733;
0;1.04;0.4090122;
0;1.06;0.407475;
0;1.08;0.4058057;
0;1.1;0.4032785;
0;1.12;0.3983264;
0;1.14;0.392126;
0;1.16;0.3772086;
0;1.18;0.3512309;
0;1.2;0.3024341;
0;1.2;0.03;
